Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Regulation of T Cell Activation (GO:0050863),9/68,0.8423600362606712,0.9613606722101166,0,0,0.7406640243780995,0.1270592540161845,PYCARD;PRKAA1;NR5A2;FGL1;SIRPA;CCL2;CYRIB;B2M;HSPD1,Low
Actin Filament Polymerization (GO:0030041),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,MICALL2;COBL;ANG,Low
Calcium Ion Import Across Plasma Membrane (GO:0098703),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,SLC24A1;TRPV4;CACNA1H,Low
Cell-Cell Adhesion Mediated by Cadherin (GO:0044331),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,CTNND1;CDHR2;CDHR3,Low
Establishment or Maintenance of Apical/Basal Cell Polarity (GO:0035088),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,DLG1;DLG5;MARK2,Low
Limb Development (GO:0060173),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,KAT2B;SMOC1;MAP3K20,Low
Microtubule Nucleation (GO:0007020),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,GOLGA2;SLAIN2;CLASP1,Low
Myeloid Cell Development (GO:0061515),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,MBD4;DMTN;ATP6AP1,Low
Negative Regulation of Protein Localization to Nucleus (GO:1900181),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,NFKBIA;CTNNA1;MARK3,Low
Positive Regulation of Filopodium Assembly (GO:0051491),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,CDC42;TENM1;ARAP1,Low
Positive Regulation of Interleukin-2 Production (GO:0032743),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,MALT1;SPTBN1;RUNX1,Low
Positive Regulation of Nuclear Division (GO:0051785),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,PDGFRB;INSR;LRP5,Low
Regulation of Neutrophil Chemotaxis (GO:0090022),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,DPP4;CXCL8;DNM1L,Low
Regulation of Platelet Aggregation (GO:0090330),3/26,0.8450786550439124,0.9613606722101166,0,0,0.6335840877215351,0.10664840465040427,SERPINE2;F11R;IL6R,Low
N-acetylneuraminate Metabolic Process (GO:0006054),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ST6GAL1,Low
Angiogenesis Involved in Wound Healing (GO:0060055),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,VEGFA,Low
Basement Membrane Organization (GO:0071711),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NTN4,Low
Biomineral Tissue Development (GO:0031214),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,FAM20C,Low
Branched-Chain Amino Acid Transport (GO:0015803),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SLC3A2,Low
Cellular Response to Interleukin-12 (GO:0071349),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SIRPA,Low
Cellular Response to Type III Interferon (GO:0071358),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,JAK1,Low
Detection of Stimulus Involved in Sensory Perception of Pain (GO:0062149),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SCRN3,Low
Dopamine Transport (GO:0015872),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SLC29A3,Low
Exit From Mitosis (GO:0010458),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,CLASP1,Low
Galactose Metabolic Process (GO:0006012),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,GALK1,Low
Glutamine Family Amino Acid Biosynthetic Process (GO:0009084),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ASS1,Low
Glycerol Metabolic Process (GO:0006071),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,GK5,Low
Mast Cell Activation Involved in Immune Response (GO:0002279),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,CLSTN1,Low
Mast Cell Degranulation (GO:0043303),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,CLSTN1,Low
Megakaryocyte Development (GO:0035855),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,MBD4,Low
Mesenchymal to Epithelial Transition (GO:0060231),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,DSG2,Low
Mesonephros Development (GO:0001823),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ZBTB16,Low
Metanephric Mesenchyme Development (GO:0072075),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,STAT1,Low
Microtubule Anchoring at Centrosome (GO:0034454),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NIN,Low
Monoamine Transport (GO:0015844),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SLC29A3,Low
Myelin Assembly (GO:0032288),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,DICER1,Low
"Negative Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)",1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,RUNX1,Low
Negative Regulation of Activated T Cell Proliferation (GO:0046007),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,PRNP,Low
- Reg of Adenylate Cyclase-Activating GPCR Sgnlng Pway (GO:0106072),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,PDE3B,Low
Negative Regulation of Interleukin-17 Production (GO:0032700),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,PRNP,Low
Negative Regulation of Macromolecule Metabolic Process (GO:0010605),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,APOE,Low
Negative Regulation of Programmed Necrotic Cell Death (GO:0062099),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,BIRC3,Low
Negative Regulation of Protein Import Into Nucleus (GO:0042308),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NFKBIA,Low
Negative Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900747),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,CADM4,Low
Neuron Projection Fasciculation (GO:0106030),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NRCAM,Low
Nuclear Membrane Disassembly (GO:0051081),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NEK6,Low
Peptidyl-Threonine Dephosphorylation (GO:0035970),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,PPP5C,Low
Plasma Membrane Phospholipid Scrambling (GO:0017121),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,PLSCR1,Low
Positive Regulation of Actin Nucleation (GO:0051127),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,WASF2,Low
Positive Regulation of Chondrocyte Differentiation (GO:0032332),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ZBTB16,Low
Positive Regulation of Hemostasis (GO:1900048),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,F12,Low
Positive Regulation of Interleukin-13 Production (GO:0032736),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,RARA,Low
Positive Regulation of Protein Maturation (GO:1903319),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,BAG2,Low
Protein K11-linked Deubiquitination (GO:0035871),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,TNFAIP3,Low
Protein Insertion Into ER Membrane by Stop-Transfer Membrane-Anchor Sequence (GO:0045050),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,EMC3,Low
Regulation of Golgi to Plasma Membrane Protein Transport (GO:0042996),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,RACK1,Low
Regulation of T-helper 2 Cell Cytokine Production (GO:2000551),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,RSAD2,Low
Regulation of Ceramide Biosynthetic Process (GO:2000303),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ORMDL3,Low
Regulation of Lamellipodium Morphogenesis (GO:2000392),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,SRC,Low
Regulation of Low-Density Lipoprotein Particle Clearance (GO:0010988),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,HNRNPK,Low
Regulation of Macrophage Migration (GO:1905521),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,MTUS1,Low
"Regulation of Phagocytosis, Engulfment (GO:0060099)",1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,APPL2,Low
Regulation of Telomere Capping (GO:1904353),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,TNKS,Low
Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,TNFAIP3,Low
Response to X-ray (GO:0010165),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,MSH2,Low
Response to Corticosteroid (GO:0031960),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,AKR1C3,Low
Response to Yeast (GO:0001878),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,ANG,Low
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,NOL3,Low
Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,TAF9,Low
Smooth Muscle Cell Differentiation (GO:0051145),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,MRTFA,Low
Synaptic Signaling (GO:0099536),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,DTNA,Low
tRNA Threonylcarbamoyladenosine Metabolic Process (GO:0070525),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,OSGEP,Low
Thyroid Hormone Generation (GO:0006590),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,DIDO1,Low
Type B Pancreatic Cell Differentiation (GO:0003309),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,CDK6,Low
Type III Interferon-Mediated Signaling Pathway (GO:0038196),1/10,0.8461206429131346,0.9613606722101166,0,0,0.5398593200468933,0.09020688915717791,JAK1,Low
Positive Regulation of MAPK Cascade (GO:0043410),55/362,0.8477635946105367,0.9629935977614834,0,0,0.8685563960244678,0.1434450957430695,MAPKBP1;TENM1;PHB1;MPG;WWC1;CIB1;PYCARD;GHR;MYDGF;NAMPT;ZC3H12A;HRAS;IL6R;PDGFRB;FGB;FGA;UNC5CL;KSR1;PRMT1;DENND2B;AXIN1;MAPK8IP3;DUSP22;TRAF7;ADAM9;ADAM8;GAS6;NAIP;NOTCH1;EGFR;SDCBP;ERBB3;PDCD10;ERBB2;MBIP;APOE;KLHDC10;GADD45B;GDF15;CAV2;INSR;PLA2G2A;EIF2AK2;PTPN11;TPD52L1;VEGFA;SH3RF2;BMP2;STK25;TAOK2;LTBR;FGFR3;FERMT2;FGFR2;EZH2,Low
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181),11/82,0.848737438988926,0.963865861312345,0,0,0.7521507646703265,0.12335678675131147,CXCL10;SARS1;STAT1;SERPINF1;APOH;PDE3B;KRIT1;PGK1;PPARG;FOXO4;PML,Low
Cellular Response to Chemokine (GO:1990869),6/48,0.8507378858248485,0.9654348461833877,0,0,0.6937397794456791,0.11214387137950653,CXCL10;RIPOR1;CXCL11;ZC3H12A;CCL2;CCL16,Low
Oligosaccharide Metabolic Process (GO:0009311),6/48,0.8507378858248485,0.9654348461833877,0,0,0.6937397794456791,0.11214387137950653,NEU3;MANBA;NAT8;IDUA;NAGA;MAN2C1,Low
Positive Regulation of Kinase Activity (GO:0033674),6/48,0.8507378858248485,0.9654348461833877,0,0,0.6937397794456791,0.11214387137950653,MAP2K3;TIGAR;XRCC6;EEF1A2;JTB;GAS6,Low
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425),7/55,0.8511161874888759,0.9656300018055609,0,0,0.70814371697005285,0.11415746159410381,GHR;NOTCH1;CAV1;BCL3;OCIAD1;OCIAD2;CALM1,Low
Monoatomic Cation Transport (GO:0006812),5/41,0.8518644207107793,0.9662446652754355,0,0,0.6745158450704225,0.1081437058787759,PANX1;ATP10D;PIEZO1;ROMO1;MCOLN1,Low
Calcium Ion Import (GO:0070509),4/34,0.85542889119198,0.9698176382699772,0,0,0.6475799354649457,0.10112110198616799,SLC24A1;MCUR1;TRPV4;CACNA1H,Low
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),4/34,0.85542889119198,0.9698176382699772,0,0,0.6475799354649457,0.10112110198616799,ATXN7;CIB1;BMERB1;CLASP1,Low
Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844),16/116,0.8572847701071543,0.9705687053199205,0,0,0.7765440094200765,0.11957622900395569,CXCL8;LEAP2;H2BC4;DEFB1;CXCL1;KNG1;CXCL10;CXCL11;RPS19;FAM3A;CCL2;ANG;ROMO1;B2M;GAPDH;CCL16,Low
Wnt Signaling Pathway (GO:0016055),11/83,0.8595152778615782,0.9705687053199205,0,0,0.741659318048207,0.11227734112905716,TCF7L2;FZD5;CAV1;DVL1;LRP5;KLHL12;STRN;RAB5A;FERMT2;LRP6;BCL9L,Low
Detection of Mechanical Stimulus (GO:0050982),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,TTR;PIEZO1,Low
Embryonic Digestive Tract Development (GO:0048566),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,ID2;FGFR2,Low
Eosinophil Chemotaxis (GO:0048245),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,CCL2;CCL16,Low
Eosinophil Migration (GO:0072677),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,CCL2;CCL16,Low
Limb Morphogenesis (GO:0035108),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,FBXW4;SKI,Low
Mesoderm Development (GO:0007498),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,MESD;VEGFA,Low
Negative Regulation of Endopeptidase Activity (GO:0010951),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,FETUB;GAPDH,Low
Neutrophil Activation (GO:0042119),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,KMT2E;CXCL8,Low
Positive Regulation of Neutrophil Chemotaxis (GO:0090023),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,CXCL8;DNM1L,Low
Pulmonary Valve Morphogenesis (GO:0003184),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,SMAD2;NOTCH1,Low
Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,IGFBP3;NKX3-1,Low
Regulation of Lymphocyte Differentiation (GO:0045619),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,XRCC6;ZFP36L2,Low
Regulation of Receptor Signaling Pathway via STAT (GO:1904892),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,MGAT5;PPARG,Low
Skeletal Muscle Contraction (GO:0003009),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,TTR;MYH14,Low
Superoxide Anion Generation (GO:0042554),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,NCF2;SH3PXD2B,Low
Vasculature Development (GO:0001944),2/19,0.8598243274052116,0.9705687053199205,0,0,0.571507406832566,0.08631315260865681,PDGFRB;BMP2,Low
Amide Transport (GO:0042886),3/27,0.8631888290064627,0.9714012305161182,0,0,0.6071480938416423,0.08932472437620517,SLC27A1;VAPA;SLC38A5,Low
Antigen Processing and Presentation of Peptide Antigen via MHC Class II (GO:0002495),3/27,0.8631888290064627,0.9714012305161182,0,0,0.6071480938416423,0.08932472437620517,CTSF;CTSD;DNM2,Low
Calcium Ion Import Into Cytosol (GO:1902656),3/27,0.8631888290064627,0.9714012305161182,0,0,0.6071480938416423,0.08932472437620517,SLC24A1;TRPV4;CACNA1H,Low
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),44/296,0.8633192774374544,0.9714012305161182,0,0,0.8465844040198448,0.12442309743042884,EPHB6;C2CD5;SHC2;SRC;CLSTN1;HSPB1;IRS2;FOXO4;PIK3C2A;GHR;SIPA1L1;ERBB3;FLRT3;NAMPT;ERBB2;MAPK1;AP3S1;EPHB4;SAMD10;NCK1;PDGFRB;XBP1;YES1;CHURC1;CAV2;INSR;EIF2AK3;TSC2;PILRB;PTPN11;BAIAP2;NFATC4;VEGFA;EFNA1;CNKSR1;DOK4;RAB14;DDIT4;RAPGEF1;GRB2;PKN1;ARHGEF7;FGFR3;FGFR2,Low
Positive Regulation of Leukocyte Chemotaxis (GO:0002690),7/56,0.8638546471706212,0.9714012305161182,0,0,0.6936498615887929,0.1015161821784215,CXCL10;C1QBP;CCL2;MAPK1;GAS6;IL6R;VEGFA,Low
Proteoglycan Biosynthetic Process (GO:0030166),6/49,0.8642875501562983,0.9714012305161182,0,0,0.6775653408509157,0.09882273751437508,EXT1;UGDH;B3GAT3;SLC35D2;B3GALT6;EXTL3,Low
Muscle Contraction (GO:0006936),13/97,0.8653452711758042,0.9714012305161182,0,0,0.7511869747899159,0.10864168893782718,DTNA;TPM4;TPM3;TPM2;TMOD2;MYOF;CACNA1H;LTB4R;TPCN2;GNAO1;TTR;PABPN1;APBB2,Low
Digestive Tract Development (GO:0048565),5/42,0.8662954302693581,0.9714012305161182,0,0,0.6562460347671615,0.09419052421840356,CXCL8;SMOX;CHD8;COBL;FGFR2,Low
Positive Regulation of Neuron Differentiation (GO:0045666),5/42,0.8662954302693581,0.9714012305161182,0,0,0.6562460347671615,0.09419052421840356,TCF7L2;BMP2;ZC4H2;NRCAM;KCTD11,Low
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894),5/42,0.8662954302693581,0.9714012305161182,0,0,0.6562460347671615,0.09419052421840356,GHR;NOTCH1;MGAT5;OCIAD1;OCIAD2,Low
Positive Regulation of Synapse Assembly (GO:0051965),4/35,0.8707846002075176,0.9714012305161182,0,0,0.6266524096556554,0.0867040249653358,CUX2;CLSTN3;DLG5;CLSTN1,Low
Toll-Like Receptor Signaling Pathway (GO:0002224),4/35,0.8707846002075176,0.9714012305161182,0,0,0.6266524096556554,0.0867040249653358,RPS6KA3;IRAK2;MYD88;HSPD1,Low
"RNA Splicing, via Endonucleolytic Cleavage and Ligation (GO:0000394)",1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ZBTB8OS,Low
Arginine Metabolic Process (GO:0006525),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ASS1,Low
Carbon Dioxide Transport (GO:0015670),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,CA2,Low
Catecholamine Biosynthetic Process (GO:0042423),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,GCH1,Low
Cellular Response to UV-B (GO:0071493),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,MAP3K20,Low
Complement Receptor Mediated Signaling Pathway (GO:0002430),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ITGAM,Low
Cytidine to Uridine Editing (GO:0016554),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,APOBEC3F,Low
Excitatory Synapse Assembly (GO:1904861),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PLXNB2,Low
Folic Acid Metabolic Process (GO:0046655),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,SHMT1,Low
Interleukin-10-Mediated Signaling Pathway (GO:0140105),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,JAK1,Low
Intestinal Lipid Absorption (GO:0098856),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,AKR1C1,Low
mRNA Methylguanosine-Cap Decapping (GO:0110156),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,EDC4,Low
Mast Cell Mediated Immunity (GO:0002448),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,CLSTN1,Low
Negative Regulation of D-glucose Transmembrane Transport (GO:0010829),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PID1,Low
Negative Regulation of Bone Remodeling (GO:0046851),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,TNFAIP3,Low
Negative Regulation of calcineurin-NFAT Signaling Cascade (GO:0070885),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PRNP,Low
Negative Regulation of Calcineurin-Mediated Signaling (GO:0106057),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PRNP,Low
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,GAS6,Low
Negative Regulation of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PHF14,Low
Negative Regulation of Sprouting Angiogenesis (GO:1903671),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,EPN1,Low
Neutrophil Activation Involved in Immune Response (GO:0002283),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,VAMP7,Low
Pentose-Phosphate Shunt (GO:0006098),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PGLS,Low
Phagosome-Lysosome Fusion (GO:0090385),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,RAB7A,Low
Positive Regulation of B Cell Differentiation (GO:0045579),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,XBP1,Low
Positive Regulation of MHC Class II Biosynthetic Process (GO:0045348),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,XBP1,Low
Positive Regulation of T Cell Apoptotic Process (GO:0070234),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,BBC3,Low
Positive Regulation of Behavior (GO:0048520),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,CFAP20,Low
Positive Regulation of Mitotic Cytokinesis (GO:1903490),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,RAB11A,Low
Positive Regulation of Peptidase Activity (GO:0010952),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,RCN3,Low
Positive Regulation of Platelet Activation (GO:0010572),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,SELENOP,Low
Positive Regulation of Pseudopodium Assembly (GO:0031274),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,CDC42,Low
Regulation of T Cell Mediated Immunity (GO:0002709),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ZBTB1,Low
Regulation of TORC2 Signaling (GO:1903939),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,DEPTOR,Low
Regulation of Cardiac Muscle Cell Apoptotic Process (GO:0010665),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PPP1R10,Low
Regulation of Cell Activation (GO:0050865),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,FUNDC2,Low
Regulation of Dopamine Secretion (GO:0014059),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,DTNBP1,Low
Regulation of Glycoprotein Biosynthetic Process (GO:0010559),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,TM9SF2,Low
Regulation of Leukocyte Tethering or Rolling (GO:1903236),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,SELENOP,Low
Regulation of Mast Cell Degranulation (GO:0043304),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,FES,Low
Regulation of Pseudopodium Assembly (GO:0031272),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,CDC42,Low
Regulation of Sequestering of Calcium Ion (GO:0051282),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ANXA6,Low
Regulation of Telomerase RNA Localization to Cajal Body (GO:1904872),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,EXOSC10,Low
Response to Nitric Oxide (GO:0071731),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,TXN2,Low
Skeletal Muscle Tissue Regeneration (GO:0043403),1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,PPP3CA,Low
"tRNA Splicing, via Endonucleolytic Cleavage and Ligation (GO:0006388)",1/11,0.8723930281750523,0.9714012305161182,0,0,0.4858440797186401,0.06632511931511921,ZBTB8OS,Low
