Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Positive Regulation of Cell Junction Assembly (GO:1901890),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,RNASE1,High
Fat Cell Differentiation (GO:0045444),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,STEAP4,High
Protein Autoubiquitination (GO:0051865),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,RNF213,High
Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,NDUFA1,High
Negative Regulation of NF-kappaB Transcription Factor Activity (GO:0032088),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,COMMD6,High
Negative Regulation of Autophagy (GO:0010507),1/65,0.44123400218831405,0.5278434108209812,0,0,1.7441737288135593,1.4270479342132516,BCL2L1,High
Negative Regulation of Binding (GO:0051100),1/66,0.4462232243098513,0.5332911705166515,0,0,1.7172533681008257,1.3857134766654489,IFIT2,High
Brain Development (GO:0007420),2/170,0.44799966603050334,0.5345077161213914,0,0,1.329410173160173,1.0674669044005003,KDM4B;COL4A1,High
Heart Development (GO:0007507),2/171,0.4509867257146678,0.5345077161213914,0,0,1.3214766003227543,1.052314774741347,RBP4;UTY,High
Negative Regulation of Cytokine-Mediated Signaling Pathway (GO:0001960),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,STAT2,High
RNA Export From Nucleus (GO:0006405),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,THOC2,High
Neurogenesis (GO:0022008),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,THOC2,High
Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,HERC5,High
Cell-Cell Junction Assembly (GO:0007043),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,PATJ,High
Chordate Embryonic Development (GO:0043009),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,RBP4,High
Response to Molecule of Bacterial Origin (GO:0002237),1/67,0.451168145689403,0.5345077161213914,0,0,1.6911487758945387,1.3460109830208558,S100A8,High
Action Potential (GO:0001508),1/68,0.4560691573777154,0.5397919978625134,0,0,1.6658234252466482,1.3078559954556657,SCN9A,High
Membrane Organization (GO:0061024),2/173,0.45693347635565473,0.5402929619070241,0,0,1.3058878256246678,1.022794151896594,UBXN2B;DMPK,High
Autophagosome Organization (GO:1905037),1/69,0.46092664704691433,0.5434409457482868,0,0,1.6412429378531073,1.2711695154253333,UBXN2B,High
Skin Development (GO:0043588),1/69,0.46092664704691433,0.5434409457482868,0,0,1.6412429378531073,1.2711695154253333,AKR1C3,High
Positive Regulation of Intracellular Protein Transport (GO:0090316),1/69,0.46092664704691433,0.5434409457482868,0,0,1.6412429378531073,1.2711695154253333,UBR5,High
Peptidyl-Serine Phosphorylation (GO:0018105),1/70,0.46574099912157346,0.5475868546076711,0,0,1.6173749283550316,1.2358775798631831,PRKCE,High
Fatty Acid Biosynthetic Process (GO:0006633),1/70,0.46574099912157346,0.5475868546076711,0,0,1.6173749283550316,1.2358775798631831,ACACA,High
Double-Strand Break Repair (GO:0006302),2/176,0.4657840836744434,0.5475868546076711,0,0,1.2831765935214212,0.9803893803121535,EID3;PRPF19,High
Phagocytosis (GO:0006909),1/71,0.47051259451345645,0.5526154633547307,0,0,1.594188861985472,1.2019108770146356,C1ORF43,High
Central Nervous System Development (GO:0007417),3/288,0.4739514130180097,0.5555068875942644,0,0,1.1751578947368422,0.8774321905777613,KDM4B;COL4A1;ZBTB16,High
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/72,0.4752418107745217,0.5555068875942644,0,0,1.5716559242460413,1.1692043950496613,BCL2L1,High
Autophagosome Assembly (GO:0000045),1/72,0.4752418107745217,0.5555068875942644,0,0,1.5716559242460413,1.1692043950496613,UBXN2B,High
Kidney Development (GO:0001822),1/72,0.4752418107745217,0.5555068875942644,0,0,1.5716559242460413,1.1692043950496613,ZBTB16,High
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),1/72,0.4752418107745217,0.5555068875942644,0,0,1.5716559242460413,1.1692043950496613,PLEK,High
Cellular Response to Cytokine Stimulus (GO:0071345),3/289,0.47622895195465087,0.5561300916534293,0,0,1.170989010989011,0.8687058664788792,MT2A;RPS3;GBP1,High
Positive Regulation of Cellular Process (GO:0048522),6/622,0.4790410155341457,0.5582759664565109,0,0,1.087624584717608,0.8004580408733454,AKR1C3;STX3;S100A9;TEAD1;S100A8;PLIN5,High
Positive Regulation of Cell-Substrate Adhesion (GO:0010811),1/73,0.47992902227766937,0.5582759664565109,0,0,1.5497489014438166,1.1376971014839583,RNASE1,High
Spindle Assembly (GO:0051225),1/73,0.47992902227766937,0.5582759664565109,0,0,1.5497489014438166,1.1376971014839583,RPS3,High
Regulation of DNA Replication (GO:0006275),1/73,0.47992902227766937,0.5582759664565109,0,0,1.5497489014438166,1.1376971014839583,POLE3,High
Neuron Differentiation (GO:0030182),2/181,0.4803451988940102,0.5582759664565109,0,0,1.24701625190452,0.914375002396353,THOC2;RUNX1,High
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),1/74,0.4845745998671843,0.5615930793162732,0,0,1.5284420710471325,1.10733165209022,CACNA1H,High
Sensory Organ Development (GO:0007423),1/74,0.4845745998671843,0.5615930793162732,0,0,1.5284420710471325,1.10733165209022,RBP4,High
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234),1/74,0.4845745998671843,0.5615930793162732,0,0,1.5284420710471325,1.10733165209022,BCL2L1,High
Regulation of Fat Cell Differentiation (GO:0045598),1/75,0.48917891148966547,0.5642600438557817,0,0,1.50771110093144,1.078054121627035,ZBTB16,High
Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),1/75,0.48917891148966547,0.5642600438557817,0,0,1.50771110093144,1.078054121627035,RNASE1,High
Regulation of Stress Fiber Assembly (GO:0051492),1/75,0.48917891148966547,0.5642600438557817,0,0,1.50771110093144,1.078054121627035,RNASE1,High
Peptidyl-Serine Modification (GO:0018209),1/75,0.48917891148966547,0.5642600438557817,0,0,1.50771110093144,1.078054121627035,PRKCE,High
Gland Development (GO:0048732),1/75,0.48917891148966547,0.5642600438557817,0,0,1.50771110093144,1.078054121627035,UGT1A7,High
Positive Regulation of Multicellular Organismal Process (GO:0051240),4/407,0.49144131706682476,0.566336419009276,0,0,1.1077265337554547,0.7869430443582485,ZBTB16;GLMN;G0S2;S100A9,High
Negative Regulation of Supramolecular Fiber Organization (GO:1902904),1/76,0.4937423214923504,0.5668550551341418,0,0,1.4875329566854991,1.0498137614158765,MID1IP1,High
Glycoprotein Biosynthetic Process (GO:0009101),1/76,0.4937423214923504,0.5668550551341418,0,0,1.4875329566854991,1.0498137614158765,DAD1,High
Positive Regulation of Protein Secretion (GO:0050714),1/76,0.4937423214923504,0.5668550551341418,0,0,1.4875329566854991,1.0498137614158765,RBP4,High
Regulation of Rho Protein Signal Transduction (GO:0035023),1/76,0.4937423214923504,0.5668550551341418,0,0,1.4875329566854991,1.0498137614158765,RNASE1,High
Cellular Response to UV (GO:0034644),1/77,0.4982651912860242,0.5709774175167256,0,0,1.467885816235504,1.0225627729927074,MMP2,High
Positive Regulation of Lymphocyte Proliferation (GO:0050671),1/77,0.4982651912860242,0.5709774175167256,0,0,1.467885816235504,1.0225627729927074,S100A9,High
Regulation of Protein Binding (GO:0043393),1/78,0.5027478788938493,0.5750384235713962,0,0,1.4487489911218725,0.9962561036934073,IFIT2,High
Positive Regulation of Macroautophagy (GO:0016239),1/78,0.5027478788938493,0.5750384235713962,0,0,1.4487489911218725,0.9962561036934073,DCN,High
Sphingolipid Metabolic Process (GO:0006665),1/79,0.5071907393972728,0.5795789699269209,0,0,1.4301028538316674,0.9708512562548844,CERS2,High
Negative Regulation of Cytokine Production (GO:0001818),2/191,0.5087290230306863,0.5807950169735235,0,0,1.1804353054353054,0.7977851317557277,RNASE1;GBP1,High
Cholesterol Homeostasis (GO:0042632),1/80,0.511594124647583,0.5829793513425946,0,0,1.4119287706500752,0.9463081157837948,AKR1C1,High
Negative Regulation of Cellular Component Organization (GO:0051129),1/80,0.511594124647583,0.5829793513425946,0,0,1.4119287706500752,0.9463081157837948,GLMN,High
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),9/983,0.5137892984781717,0.5846891948090328,0,0,1.030533516396729,0.68627557437865,HELZ2;CXCL10;PER1;SS18L1;STAT2;MRTFA;TEAD1;DCN;RUNX1,High
Aerobic Respiration (GO:0009060),1/81,0.5159583833376036,0.5846891948090328,0,0,1.3942090395480227,0.9225887894307725,NDUFA1,High
Positive Regulation of JNK Cascade (GO:0046330),1/81,0.5159583833376036,0.5846891948090328,0,0,1.3942090395480227,0.9225887894307725,UNC5CL,High
Sterol Homeostasis (GO:0055092),1/81,0.5159583833376036,0.5846891948090328,0,0,1.3942090395480227,0.9225887894307725,AKR1C1,High
Positive Regulation of Organelle Organization (GO:0010638),1/81,0.5159583833376036,0.5846891948090328,0,0,1.3942090395480227,0.9225887894307725,DCN,High
Regulation of Catabolic Process (GO:0009894),1/81,0.5159583833376036,0.5846891948090328,0,0,1.3942090395480227,0.9225887894307725,GLMN,High
Protein Transport (GO:0015031),3/308,0.5185991017560541,0.5868763628307904,0,0,1.0969742388758783,0.720299763938231,HSPA9;GOLGA4;STX3,High
Regulation of Programmed Cell Death (GO:0043067),2/195,0.5197982031084116,0.5868763628307904,0,0,1.1557348092322186,0.7562141752089548,CXCL10;RPS3,High
Regulation of Vesicle-Mediated Transport (GO:0060627),1/82,0.5202838612524394,0.5868763628307904,0,0,1.3769268326707123,0.8996574581573625,RAB4A,High
Response to Insulin (GO:0032868),1/82,0.5202838612524394,0.5868763628307904,0,0,1.3769268326707123,0.8996574581573625,TBC1D4,High
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),1/82,0.5202838612524394,0.5868763628307904,0,0,1.3769268326707123,0.8996574581573625,S100A9,High
Endomembrane System Organization (GO:0010256),2/196,0.5225395985972635,0.5888785724762169,0,0,1.1497188378631678,0.7462301983564001,UBXN2B;DMPK,High
Organophosphate Metabolic Process (GO:0019637),1/83,0.5245709010820183,0.5895406915830023,0,0,1.3600661430343117,0.8774802411409589,ALDOB,High
Sphingolipid Biosynthetic Process (GO:0030148),1/83,0.5245709010820183,0.5895406915830023,0,0,1.3600661430343117,0.8774802411409589,CERS2,High
Regulation of T Cell Proliferation (GO:0042129),1/83,0.5245709010820183,0.5895406915830023,0,0,1.3600661430343117,0.8774802411409589,GLMN,High
Positive Regulation of Synaptic Transmission (GO:0050806),1/84,0.5288198424720808,0.5932273873885522,0,0,1.3436117350758967,0.8560250699221643,CALM2,High
Monoatomic Cation Homeostasis (GO:0055080),1/84,0.5288198424720808,0.5932273873885522,0,0,1.3436117350758967,0.8560250699221643,CUTC,High
Peptidyl-Lysine Modification (GO:0018205),1/85,0.5330310221106058,0.5952260730040949,0,0,1.3275490987355394,0.8352615719837245,EID3,High
Cellular Respiration (GO:0045333),1/85,0.5330310221106058,0.5952260730040949,0,0,1.3275490987355394,0.8352615719837245,NDUFA1,High
Ribosomal Small Subunit Biogenesis (GO:0042274),1/85,0.5330310221106058,0.5952260730040949,0,0,1.3275490987355394,0.8352615719837245,RPS27L,High
Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1/85,0.5330310221106058,0.5952260730040949,0,0,1.3275490987355394,0.8352615719837245,S100A9,High
Long-Chain Fatty Acid Metabolic Process (GO:0001676),1/85,0.5330310221106058,0.5952260730040949,0,0,1.3275490987355394,0.8352615719837245,CYP2C19,High
Regulation of Cell Differentiation (GO:0045595),2/201,0.5360895061148849,0.5980962158385557,0,0,1.120545911375057,0.6986089906803974,UQCC2;RUNX1,High
Regulation of Innate Immune Response (GO:0045088),1/86,0.5372047736600231,0.5982507706668438,0,0,1.311864406779661,0.8151609634153847,S100A9,High
Integrin-Mediated Signaling Pathway (GO:0007229),1/86,0.5372047736600231,0.5982507706668438,0,0,1.311864406779661,0.8151609634153847,PLEK,High
Positive Regulation of Protein Metabolic Process (GO:0051247),2/202,0.5387678662250525,0.5994465359906351,0,0,1.1148863636363637,0.689524299722417,PAEP;RPS27L,High
Positive Regulation of Biosynthetic Process (GO:0009891),1/87,0.5413414279860295,0.6006732330460924,0,0,1.2965444751018262,0.7956959487915518,RUNX1,High
Defense Response to Gram-negative Bacterium (GO:0050829),1/87,0.5413414279860295,0.6006732330460924,0,0,1.2965444751018262,0.7956959487915518,GSDMB,High
Sodium Ion Transmembrane Transport (GO:0035725),1/87,0.5413414279860295,0.6006732330460924,0,0,1.2965444751018262,0.7956959487915518,SCN9A,High
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990),1/88,0.5454413129891501,0.604674758743628,0,0,1.281576725761413,0.7768406293196046,UBD,High
Neuron Projection Development (GO:0031175),2/206,0.5493750360270276,0.6080788826132995,0,0,1.0928030303030303,0.6545605421297556,STX3;PPP1R12B,High
Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263),1/89,0.5495047535125898,0.6080788826132995,0,0,1.2669491525423728,0.7585704174317554,UBR5,High
Chloride Transport (GO:0006821),1/90,0.5535320719372383,0.6108799893001053,0,0,1.2526502888338729,0.740861955916838,CLIC1,High
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),1/90,0.5535320719372383,0.6108799893001053,0,0,1.2526502888338729,0.740861955916838,RNASE1,High
Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),1/90,0.5535320719372383,0.6108799893001053,0,0,1.2526502888338729,0.740861955916838,UQCC2,High
Regulation of Double-Strand Break Repair (GO:2000779),1/91,0.557523587353069,0.614178412326897,0,0,1.2386691776522285,0.7236930459841376,MGMT,High
Protein K48-linked Ubiquitination (GO:0070936),1/91,0.557523587353069,0.614178412326897,0,0,1.2386691776522285,0.7236930459841376,UBR5,High
Sensory Perception of Mechanical Stimulus (GO:0050954),1/92,0.5614796164426441,0.6174259696070368,0,0,1.2249953436394114,0.7070425765502124,TIMM10,High
Glucose Homeostasis (GO:0042593),1/92,0.5614796164426441,0.6174259696070368,0,0,1.2249953436394114,0.7070425765502124,RBP4,High
"mRNA Splicing, via Spliceosome (GO:0000398)",2/211,0.5623932952242036,0.6178760418382506,0,0,1.0663875598086126,0.6137634765998348,GEMIN4;PRPF19,High
Protein Stabilization (GO:0050821),2/212,0.5649646736434216,0.6201449150655838,0,0,1.0612554112554113,0.6059684286511205,H1-5;CCT8,High
Cellular Response to Peptide Hormone Stimulus (GO:0071375),1/94,0.569286467382188,0.6226570736992681,0,0,1.198529858453314,0.6752175808524045,TBC1D4,High
Positive Regulation of Double-Strand Break Repair (GO:2000781),1/94,0.569286467382188,0.6226570736992681,0,0,1.198529858453314,0.6752175808524045,MGMT,High
Lipid Biosynthetic Process (GO:0008610),1/94,0.569286467382188,0.6226570736992681,0,0,1.198529858453314,0.6752175808524045,ACACA,High
Mitochondrial Translation (GO:0032543),1/94,0.569286467382188,0.6226570736992681,0,0,1.198529858453314,0.6752175808524045,MRPL45,High
Sensory Perception of Sound (GO:0007605),1/96,0.5769551017288301,0.6293588598555806,0,0,1.1731787094855783,0.6452375307564646,TIMM10,High
Sodium Ion Transport (GO:0006814),1/96,0.5769551017288301,0.6293588598555806,0,0,1.1731787094855783,0.6452375307564646,SCN9A,High
Regulation of Actin Filament-Based Process (GO:0032970),1/96,0.5769551017288301,0.6293588598555806,0,0,1.1731787094855783,0.6452375307564646,RNASE1,High
Regulation of Protein Localization (GO:0032880),1/97,0.5807383497729798,0.63235953641946685,0,0,1.1608992467043315,0.6308964631902418,DLG1,High
Inorganic Cation Import Across Plasma Membrane (GO:0098659),1/97,0.5807383497729798,0.63235953641946685,0,0,1.1608992467043315,0.6308964631902418,CACNA1H,High
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),2/219,0.5826615062350904,0.6336263206256034,0,0,1.026654796816087,0.5545464263782275,AKR1C3;DCN,High
Defense Response to Gram-positive Bacterium (GO:0050830),1/98,0.5844879529036179,0.6336263206256034,0,0,1.148872968722698,0.6169667382770201,RNASE1,High
Positive Regulation of Hydrolase Activity (GO:0051345),1/98,0.5844879529036179,0.6336263206256034,0,0,1.148872968722698,0.6169667382770201,PLIN5,High
Positive Regulation of Protein Modification Process (GO:0031401),1/98,0.5844879529036179,0.6336263206256034,0,0,1.148872968722698,0.6169667382770201,RNASE1,High
rRNA Metabolic Process (GO:0016072),1/98,0.5844879529036179,0.6336263206256034,0,0,1.148872968722698,0.6169667382770201,RPL27,High
Regulation of Protein Secretion (GO:0050708),1/99,0.5882042085913648,0.6354057808857335,0,0,1.1370921249855874,0.6034332972475993,UQCC2,High
Positive Regulation of Autophagy (GO:0010508),1/99,0.5882042085913648,0.6354057808857335,0,0,1.1370921249855874,0.6034332972475993,DCN,High
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162),1/99,0.5882042085913648,0.6354057808857335,0,0,1.1370921249855874,0.6034332972475993,G0S2,High
Positive Regulation of Neuron Projection Development (GO:0010976),1/99,0.5882042085913648,0.6354057808857335,0,0,1.1370921249855874,0.6034332972475993,S100A9,High
Mitochondrial Gene Expression (GO:0140053),1/100,0.5918874117207544,0.6388212152933253,0,0,1.125549278091651,0.5902817634935079,MRPL45,High
Recombinational Repair (GO:0000725),1/101,0.5955378546975993,0.6421953098631683,0,0,1.1142372881355933,0.5774984053982979,EID3,High
Positive Regulation of Protein Localization (GO:1903829),1/102,0.5991558272676658,0.6455284858424719,0,0,1.1031492979806454,0.5650701020552654,STX3,High
Regulation of Defense Response (GO:0031347),1/103,0.6027416165681786,0.6488211601898232,0,0,1.0922787193973635,0.5529843106977304,HERC5,High
Regulation of Actin Cytoskeleton Organization (GO:0032956),1/104,0.6062955073799139,0.65207374586514,0,0,1.0816192200098733,0.5412290357937065,RNASE1,High
Regulation of Autophagy (GO:0010506),2/230,0.6093957456469211,0.6547123424047554,0,0,0.9765749601275917,0.4836852667259329,DCN;BCL2L1,High
Organic Anion Transport (GO:0015711),1/105,0.6098177817827151,0.6547123424047554,0,0,1.0711647109952194,0.5297928011005085,ABCC6,High
Regulation of Macroautophagy (GO:0016241),1/106,0.6133087195092395,0.6578836964963383,0,0,1.0609093354856067,0.5186646221929981,DCN,High
Cell-Matrix Adhesion (GO:0007160),1/107,0.6167685977800575,0.6610162137187843,0,0,1.0508474576271187,0.5078339815504913,RNASE1,High
Regulation of Cell Migration (GO:0030334),4/479,0.6199775971155347,0.6635302811772005,0,0,0.9363339382940109,0.4476349779489913,IGFBP5;RNASE1;S100A9;CCL15,High
Cellular Response to Insulin Stimulus (GO:0032869),1/108,0.6201976913860364,0.6635302811772005,0,0,1.0409736522519668,0.4972908047082609,TBC1D4,High
"Negative Regulation of Gene Expression, Epigenetic (GO:0045814)",1/110,0.6269646118052343,0.6701846853939023,0,0,1.0217695537241487,0.4770286270716714,POLE3,High
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045),1/111,0.6303029761798704,0.6731657766524336,0,0,1.0124293785310734,0.4672914982174091,DLG1,High
Negative Regulation of Gene Expression (GO:0010629),3/364,0.6317713347881451,0.674146241389789,0,0,0.9241472101305896,0.42439405538945624,IGFBP5;RPS3;S100A9,High
Regulation of Protein Ubiquitination (GO:0031396),1/113,0.6368908394407167,0.6790176486639494,0,0,0.9942493946731235,0.4485625788752195,RPS3,High
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),6/732,0.6381790664929597,0.6797994403946745,0,0,0.9175475687103594,0.4121039811318644,H1-5;PER1;DLG1;ZBTB16;POLE3;RUNX1,High
Positive Regulation of Wnt Signaling Pathway (GO:0030177),1/114,0.6401408617877381,0.6807053434808847,0,0,0.9854007299635018,0.4395547772730006,UBR5,High
Double-Strand Break Repair via Homologous Recombination (GO:0000724),1/114,0.6401408617877381,0.6807053434808847,0,0,0.9854007299635018,0.4395547772730006,EID3,High
Negative Regulation of Growth (GO:0045926),1/115,0.6433619566573817,0.6833412300546503,0,0,0.976707304985628,0.4307746027628271,MT2A,High
Positive Regulation of Developmental Process (GO:0051094),2/245,0.6437353301902584,0.6833412300546503,0,0,0.9155910961466517,0.4032882267259357,ZBTB16;DCN,High
Protein Localization (GO:0008104),3/371,0.6445609105090017,0.6836252081156078,0,0,0.9062422360248448,0.3980088599946765,HSPA9;STX3;PRPF19,High
Regulation of Inflammatory Response (GO:0050727),2/249,0.6524831716126605,0.6914289664580527,0,0,0.9005796834744203,0.3845204450877596,S100A9;S100A8,High
Ribonucleoprotein Complex Biogenesis (GO:0022613),1/120,0.6590423991477439,0.6977760924425119,0,0,0.9354317998385795,0.3900445728773298,RPL38,High
Negative Regulation of DNA-binding Transcription Factor Activity (GO:0043433),1/122,0.6651208724077962,0.7036036862690417,0,0,0.9198767334360555,0.37511330603835163,COMMD6,High
Positive Regulation of Signal Transduction (GO:0009967),2/256,0.6673818270015056,0.7053863141301504,0,0,0.8754473872584109,0.35402474500813347,SMOC2;RPS3,High
Protein-Containing Complex Organization (GO:0043933),1/123,0.668119576687375,0.7055573115879608,0,0,0.912290451051218,0.3679158958336414,TEAD1,High
Regulation of Protein-Containing Complex Assembly (GO:0043254),1/126,0.6769564165005416,0.7130452366407253,0,0,0.8902598870056497,0.34733345762776485,RPS3,High
Calcium Ion Transport (GO:0006816),1/126,0.6769564165005416,0.7130452366407253,0,0,0.8902598870056497,0.34733345762776485,CACNA1H,High
Regulation of Cell Motility (GO:2000145),1/126,0.6769564165005416,0.7130452366407253,0,0,0.8902598870056497,0.34733345762776485,RNASE1,High
Golgi Organization (GO:0007030),1/128,0.6827172541558496,0.7184953920454603,0,0,0.876151074336047,0.3344045069856873,UBXN2B,High
Regulation of DNA Repair (GO:0006282),1/130,0.6883759250360822,0.7238287623769963,0,0,0.8624797442298427,0.322067347894658,RPS3,High
Regulation of Tumor Necrosis Factor Production (GO:0032680),1/131,0.6911675122813203,0.7261408255099634,0,0,0.8558018252933507,0.31611014281734434,S100A9,High
Regulation of Response to External Stimulus (GO:0032101),1/132,0.6939342310591466,0.7271765894332375,0,0,0.8492258593177211,0.310288523213965,HERC5,High
Epithelial Cell Differentiation (GO:0030855),1/132,0.6939342310591466,0.7271765894332375,0,0,0.8492258593177211,0.310288523213965,AKR1C1,High
Protein Localization to Plasma Membrane (GO:0072659),1/132,0.6939342310591466,0.7271765894332375,0,0,0.8492258593177211,0.310288523213965,DLG1,High
Positive Regulation of DNA-templated Transcription (GO:0045893),10/1274,0.7039840127452499,0.7370772783016506,0,0,0.8739263110307414,0.3067478137859407,HELZ2;CXCL10;PER1;SS18L1;ZBTB16;STAT2;MRTFA;TEAD1;DCN;RUNX1,High
Protein Localization to Cell Periphery (GO:1990778),1/136,0.7047567983072032,0.7372562578363142,0,0,0.8238962125967776,0.28828334669069694,DLG1,High
Cellular Component Assembly (GO:0022607),2/277,0.7090101790707107,0.7410729260764681,0,0,0.8077272727272727,0.2777656127289982,RNASE1;TEAD1,High
Regulation of Cell Adhesion (GO:0030155),1/142,0.7202811707601479,0.7522117938458491,0,0,0.7885963857835477,0.25874922137098094,STX3,High
Protein Glycosylation (GO:0006486),1/145,0.7277361805301229,0.759349932835946,0,0,0.7720495919648462,0.24537024262706297,DAD1,High
Negative Regulation of Wnt Signaling Pathway (GO:0030178),1/146,0.730177011681964,0.7612483738811966,0,0,0.7666861484511981,0.24109848396962588,RNF213,High
Positive Regulation of RNA Biosynthetic Process (GO:1902680),4/555,0.7315370590237851,0.7620177698164429,0,0,0.8040136011848885,0.2513405999183473,SS18L1;ZBTB16;TEAD1;RUNX1,High
Regulation of Cold-Induced Thermogenesis (GO:0120161),1/148,0.7349935860587766,0.7649678359575202,0,0,0.7561781774856835,0.23282235042186653,G0S2,High
Protein Localization to Organelle (GO:0033365),1/151,0.7420585963528263,0.7716653484993313,0,0,0.7409416195856874,0.2210429410093588,GBP1,High
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),2/296,0.7428607477377147,0.7718442883619173,0,0,0.7547928262213977,0.22435965470471633,MMP2;RNASE1,High
Axon Guidance (GO:0007411),1/152,0.7443717258979115,0.7727587832414758,0,0,0.7359973060949602,0.21727725140186785,RNASE1,High
Phosphorylation (GO:0016310),2/298,0.7462218674312284,0.7738271391730448,0,0,0.7496160933660934,0.21943685330077636,DMPK;PRKCE,High
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),1/153,0.7466642273490113,0.7738271391730448,0,0,0.7311180493606899,0.2135886001107008,S100A9,High
Negative Regulation of Response to External Stimulus (GO:0032102),1/154,0.7489362837751545,0.7755257376369943,0,0,0.7263025737602009,0.20997506727426507,CERS2,High
Organelle Organization (GO:0006996),3/437,0.7497455401153186,0.7757080123659335,0,0,0.7658196181698486,0.22057244612866728,UBXN2B;CAPZB;PLIN5,High
Neuron Projection Morphogenesis (GO:0048812),1/157,0.7556315877172595,0.7811381392013864,0,0,0.7122265681587715,0.19956683836492453,PPP1R12B,High
Epithelium Development (GO:0060429),1/159,0.7599961798891584,0.7843263019075138,0,0,0.7031395265679754,0.19297092807228025,AKR1C1,High
Regulation of Cellular Component Organization (GO:0051128),1/159,0.7599961798891584,0.7843263019075138,0,0,0.7031395265679754,0.19297092807228025,RAB4A,High
Inorganic Cation Transmembrane Transport (GO:0098662),2/307,0.7608865264427568,0.7845841707848292,0,0,0.7271609538002981,0.1987120325298046,SCN9A;CACNA1H,High
Ribosome Biogenesis (GO:0042254),1/161,0.7642832469535387,0.7874238667099115,0,0,0.6942796610169492,0.18663404819202087,RPL27,High
Macroautophagy (GO:0016236),1/162,0.7663981374218809,0.7889392591107597,0,0,0.6899322735726567,0.18355888415834087,RNF213,High
Cellular Response to Nitrogen Compound (GO:1901699),1/169,0.7806832929553558,0.8029698017382961,0,0,0.6609496906107075,0.16364170911015527,IGFBP5,High
"RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)",1/171,0.7846028001170462,0.8056483069097917,0,0,0.6531073446327683,0.15842926207887809,PRPF19,High
Positive Regulation of Protein Phosphorylation (GO:0001934),1/171,0.7846028001170462,0.8056483069097917,0,0,0.6531073446327683,0.15842926207887809,RNASE1,High
Negative Regulation of RNA Biosynthetic Process (GO:1902679),3/470,0.792248497600224,0.812817763450816,0,0,0.7104925053533191,0.16545962025018718,PER1;ZMYM2;ZBTB16,High
Regulation of Neuron Projection Development (GO:0010975),1/176,0.7940994867925714,0.8140350387622594,0,0,0.6342857142857142,0.1462323687805663,S100A9,High
Negative Regulation of DNA-templated Transcription (GO:0045892),7/1006,0.7971772345700181,0.8165067828998932,0,0,0.7713034672099,0.1748377184594111,H1-5;PER1;DLG1;ZMYM2;ZBTB16;POLE3;RUNX1,High
Positive Regulation of Catabolic Process (GO:0009896),1/183,0.8066992969635609,0.8255694559568606,0,0,0.6096728130626435,0.13096034094660536,DCN,High
Positive Regulation of Cell Population Proliferation (GO:0008284),3/484,0.8083923776774854,0.8266115714982634,0,0,0.6893139293139293,0.14662239592076842,AKR1C3;STX3;S100A9,High
Small GTPase-mediated Signal Transduction (GO:0007264),1/188,0.8152268263604356,0.8329048059145402,0,0,0.5932203389830508,0.12118832452341716,RNASE1,High
